Nom,Province,Identification Climat,Identification Station,Identification OMM,Identification TC,Latitude (degres decimaux),Longitude (degres decimaux),Latitude,Longitude,Altitude (m),Annee de debut,Annee de fin,Annee de debut HLY,Annee de fin HLY,Annee de debut DLY,Annee de fin DLY,Annee de debut MLY,Annee de fin MLY
ST SEBASTIEN,QUEBEC,7027725,5514,,,45.77,-70.95,454600000,-705700000,442.0,1963,2018,,,1963.0,2018.0,1963.0,2016.0
ST SEBASTIEN CDA FE,QUEBEC,7027730,5515,,,45.13,-73.15,450800000,-730900000,61.0,1960,1962,,,1960.0,1962.0,1960.0,1961.0
ST SEVERIN,QUEBEC,7027733,5516,,,46.33,-71.05,462000000,-710300000,442.0,1964,2021,,,1964.0,2021.0,1965.0,2017.0
STE SOPHIE,QUEBEC,7027737,5517,,,46.15,-71.7,460900000,-714200000,312.4,1965,1985,,,1965.0,1985.0,1965.0,1985.0
ST SYLVESTRE,QUEBEC,7027740,5518,,,46.33,-71.12,462000000,-710700000,457.2,1957,1964,,,1957.0,1964.0,1962.0,1964.0
ST THEOPHILE,QUEBEC,7027750,5519,,,45.93,-70.48,455600000,-702900000,395.0,1950,2018,,,1950.0,2018.0,1950.0,2017.0
ST VALERIEN,QUEBEC,7027772,5520,,,45.57,-72.67,453400000,-724000000,91.0,1968,1994,,,1968.0,1994.0,1968.0,1994.0
STE VICTOIRE,QUEBEC,7027780,5521,,,45.95,-73.08,455700000,-730500000,22.9,1957,1960,,,1957.0,1960.0,1957.0,1960.0
ST WENCESLAS,QUEBEC,7027783,5522,,,46.17,-72.33,461000000,-722000000,83.8,1979,2018,,,1979.0,2018.0,1979.0,2018.0
ST ZACHARIE,QUEBEC,7027785,5523,,,46.12,-70.38,460700000,-702300000,480.1,1965,1994,,,1965.0,1994.0,1965.0,1994.0
ST ZEPHIRIN,QUEBEC,7027787,5524,,,46.07,-72.58,460400000,-723500000,51.8,1975,1994,,,1975.0,1994.0,1975.0,1994.0
SAWYERVILLE,QUEBEC,7027800,5525,,,45.33,-71.57,452000000,-713400000,276.5,1952,1981,,,1952.0,1981.0,1952.0,1981.0
SAWYERVILLE NORD,QUEBEC,7027802,5526,,,45.37,-71.53,452200000,-713200000,345.9,1961,2021,,,1961.0,2021.0,1961.0,2018.0
SCOTT,QUEBEC,7027840,5527,,,46.5,-71.08,463000000,-710500000,144.8,1950,2021,,,1950.0,2021.0,1950.0,2018.0
SHERBROOKE,QUEBEC,7028120,5528,,,45.4,-71.9,452400000,-715400000,181.4,1900,1972,,,1900.0,1972.0,1900.0,1972.0
SHERBROOKE,QUEBEC,7028121,5529,,,45.37,-71.93,452200000,-715600000,254.5,1975,1985,,,1975.0,1985.0,1975.0,1985.0
SHERBROOKE,QUEBEC,7028123,48371,71610.0,YSC,45.44,-71.69,452619000,-714129000,241.4,2009,2021,2009.0,2021.0,2009.0,2021.0,,
SHERBROOKE A,QUEBEC,7028124,5530,71610.0,YSC,45.43,-71.68,452600000,-714100000,241.4,1962,2016,1962.0,2005.0,1962.0,2016.0,1962.0,2004.0
SHERBROOKE A,QUEBEC,7028126,30171,,GSC,45.43,-71.68,452600000,-714100000,241.4,2004,2010,2004.0,2009.0,2005.0,2010.0,2005.0,2005.0
SHERBROOKE (UNIVERSITE),QUEBEC,7028128,5531,,,45.38,-71.93,452300000,-715600000,244.1,1972,1975,,,1973.0,1975.0,1972.0,1975.0
SOREL,QUEBEC,7028200,5532,,,46.03,-73.12,460200000,-730700000,14.6,1914,2021,,,1914.0,2021.0,1914.0,2018.0
SOUTH DURHAM,QUEBEC,7028210,5533,,,45.62,-72.28,453700000,-721700000,195.1,1966,1967,,,1966.0,1967.0,1966.0,1967.0
SOUTH DURHAM,QUEBEC,7028211,5534,,,45.63,-72.35,453800000,-722100000,190.5,1968,1981,,,1968.0,1981.0,1968.0,1981.0
STANHOPE,QUEBEC,7028240,5535,,,45.02,-71.78,450100000,-714700000,388.6,1954,1984,,,1954.0,1984.0,1954.0,1984.0
STANSTEAD,QUEBEC,7028280,5536,,,45.02,-72.1,450100000,-720600000,320.0,1948,1991,,,1948.0,1991.0,1948.0,1991.0
SUTTON,QUEBEC,7028290,5537,,,45.12,-72.62,450700000,-723700000,180.4,1960,1972,,,1960.0,1972.0,1960.0,1972.0
SUTTON,QUEBEC,7028292,5538,,,45.07,-72.68,450400000,-724100000,243.8,1978,2021,,,1978.0,2021.0,1978.0,2018.0
SUTTON JONCTION,QUEBEC,7028295,5539,,,45.15,-72.63,450900000,-723800000,213.4,1963,1985,,,1963.0,1985.0,1963.0,1985.0
SUTTON JUNCTION (AUT),QUEBEC,7028296,5540,,,45.15,-72.58,450900000,-723500000,238.0,1971,1986,1977.0,1986.0,1973.0,1975.0,1971.0,1971.0
THETFORD MINES,QUEBEC,7028440,5541,,,46.07,-71.32,460400000,-711900000,310.9,1922,1965,,,1922.0,1965.0,1922.0,1965.0
THETFORD MINES,QUEBEC,7028441,5542,,,46.1,-71.35,460600000,-712100000,381.0,1960,2021,,,1960.0,2021.0,1960.0,2016.0
THETFORD MINES RCS,QUEBEC,7028442,45309,71494.0,MTH,46.05,-71.27,460257002,-711558004,430.0,2006,2021,2006.0,2021.0,2006.0,2021.0,,
UPTON,QUEBEC,7028570,5543,,,45.65,-72.68,453900000,-724100000,61.0,1968,1982,,,1968.0,1982.0,1968.0,1982.0
VALCOURT,QUEBEC,7028580,5544,,,45.48,-72.32,452900000,-721900000,205.7,1968,1982,,,1968.0,1982.0,1968.0,1982.0
VALLEE JONCTION,QUEBEC,7028676,5545,,,46.38,-70.93,462300000,-705600000,152.4,1965,2018,,,1965.0,2018.0,1965.0,2017.0
VALLEYFIELD,QUEBEC,7028680,5562,,,45.28,-74.1,451700000,-740600000,45.7,1952,2019,,,1952.0,2019.0,1952.0,2015.0
VALLEYFIELD (ECLUSE),QUEBEC,7028682,10952,,WVE,45.23,-74.1,451400000,-740600000,46.3,1994,1995,1994.0,1995.0,,,,
VAL RACINE,QUEBEC,7028695,5563,,,45.48,-71.07,452900000,-710400000,495.0,1962,1991,,,1965.0,1991.0,1962.0,1991.0
VERCHERES,QUEBEC,7028700,5564,,,45.77,-73.37,454600000,-732200000,21.0,1963,2021,,,1963.0,2021.0,1963.0,2018.0
VICTORIAVILLE,QUEBEC,7028720,5565,,,46.05,-71.97,460300000,-715800000,137.2,1949,1984,,,1949.0,1984.0,1949.0,1984.0
BEAUCEVILLE,QUEBEC,7028754,26777,71323.0,WHV,46.21,-70.79,461218000,-704706000,229.2,1994,2021,1994.0,2021.0,1994.0,2021.0,,
VIMY RIDGE,QUEBEC,7028770,5566,,,46.0,-71.42,460000000,-712500000,365.8,1965,1978,,,1965.0,1978.0,1965.0,1978.0
WARDEN,QUEBEC,7028890,5567,,,45.38,-72.5,452300000,-723000000,198.1,1968,1991,,,1968.0,1991.0,1968.0,1991.0
WATOPEKA,QUEBEC,7028900,5568,,,45.63,-71.75,453800000,-714500000,152.4,1942,1968,,,1942.0,1968.0,1942.0,1968.0
WEST DITTON,QUEBEC,7028906,5569,,,45.4,-71.3,452400000,-711800000,512.0,1965,1993,,,1965.0,1993.0,1965.0,1993.0
WOBURN,QUEBEC,7028945,5570,,,45.38,-70.87,452300000,-705200000,434.3,1965,1966,,,1965.0,1966.0,1965.0,1966.0
WOBURN,QUEBEC,7028946,5571,,,45.38,-70.87,452300000,-705200000,396.0,1973,1997,,,1973.0,1997.0,1973.0,1997.0
COTE-STE-CATHERINE,QUEBEC,702A9MD,10949,,WCS,45.42,-73.57,452500000,-733400000,16.6,1994,1995,1994.0,1995.0,,,,
DAVELUYVILLE,QUEBEC,702A9ND,5297,,,46.18,-72.2,461100000,-721200000,83.8,1966,1994,,,1966.0,1994.0,1966.0,1994.0
EATON,QUEBEC,702BC0E,5298,,,45.37,-71.6,452200000,-713600000,,1973,1975,,,1973.0,1975.0,1973.0,1975.0
FABREVILLE,QUEBEC,702BL09,5299,,,45.58,-73.82,453500000,-734900000,30.5,1977,1984,,,1977.0,1984.0,1977.0,1984.0
LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000,-721000000,208.7,1994,2021,1994.0,2021.0,2018.0,2021.0,,
STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377.0,WVQ,45.43,-73.93,452538000,-735545000,39.0,1993,2021,1994.0,2021.0,1993.0,2021.0,,
ST-ANICET 1,QUEBEC,702FQLF,10982,71712.0,WBZ,45.12,-74.29,450715000,-741722000,49.1,1994,2021,1994.0,2021.0,1994.0,2021.0,,
ST CAMILLE WOLFE,QUEBEC,702FR30,5300,,,45.67,-71.73,454000000,-714400000,268.2,1975,2021,,,1975.0,2021.0,1975.0,2018.0
ST FRANCOIS DE LAVAL,QUEBEC,702G266,5302,,,45.67,-73.58,454000000,-733500000,15.2,1973,1985,,,1973.0,1985.0,1973.0,1984.0
SAWYER BROOK,QUEBEC,702GGR7,5301,,,45.33,-71.62,452000000,-713700000,,1973,1973,,,1973.0,1973.0,1973.0,1973.0
SHERMAN BROOK NORTH,QUEBEC,702HACH,5303,,,45.45,-71.5,452700000,-713000000,,1973,1975,,,1973.0,1975.0,1973.0,1975.0
STATTON BROOK NORTH,QUEBEC,702HBHA,5304,,,45.42,-71.48,452500000,-712900000,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
SUCKER POND NORTH,QUEBEC,702HBHG,5305,,,45.3,-71.6,451800000,-713600000,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
EATON RIVER NORTH,QUEBEC,702K30E,5306,,,45.23,-71.5,451400000,-713000000,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
L'ACADIE,QUEBEC,702LED4,10843,71372.0,WIZ,45.29,-73.35,451738000,-732058000,43.8,1994,2021,1994.0,2021.0,1994.0,2021.0,,
LAUZON (AUT),QUEBEC,702MKNL,10248,,WLU,46.83,-71.16,464955000,-710931000,20.0,1994,2007,1994.0,2007.0,,,,
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183.0,WTQ,45.47,-73.74,452804000,-734430000,32.1,2002,2021,2008.0,2021.0,2002.0,2021.0,,
ANGERS,QUEBEC,7030170,5574,,,45.55,-75.55,453300000,-753300000,91.0,1962,2021,,,1962.0,2021.0,1962.0,2018.0
ARUNDEL,QUEBEC,7030310,5575,,,45.95,-74.62,455700000,-743700000,191.4,1963,2021,,,1963.0,2021.0,1963.0,2017.0
BARK LAKE,QUEBEC,7030447,5576,,,46.5,-75.33,463000000,-752000000,364.2,1912,1929,,,1912.0,1929.0,1912.0,1929.0
BARRAGE MERCIER,QUEBEC,7030457,5577,,,46.72,-75.98,464300000,-755900000,236.2,1927,1980,,,1927.0,1980.0,1927.0,1980.0
BARRAGE MITCHINAMECUS,QUEBEC,7030462,5578,,,47.22,-75.17,471300000,-751000000,390.1,1941,1967,,,1941.0,1967.0,1941.0,1967.0
BARRIERE QUINN,QUEBEC,7030475,5579,,,46.72,-76.07,464300000,-760400000,256.3,1963,1973,,,1963.0,1973.0,1963.0,1973.0
BELL FALLS,QUEBEC,7030640,5580,,,45.77,-74.68,454600000,-744100000,121.9,1919,1994,,,1919.0,1994.0,1919.0,1994.0
BLANCHE,QUEBEC,7030810,5581,,,45.75,-75.33,454500000,-752000000,213.0,1974,1994,,,1974.0,1994.0,1974.0,1994.0
BUCKINGHAM,QUEBEC,7030874,5582,,,45.58,-75.42,453500000,-752500000,137.2,1960,1985,,,1960.0,1985.0,1960.0,1985.0
CAMP TAMARACOUTA,QUEBEC,7031017,5583,,,45.83,-74.2,455000000,-741200000,281.9,1971,1987,,,1971.0,1987.0,1971.0,1987.0
CHARTERIS,QUEBEC,7031315,5584,,,45.68,-76.43,454100000,-762600000,168.0,1980,2021,,,1980.0,2021.0,1980.0,2018.0
CHATHAM-BROWNSBURG,QUEBEC,7031320,43190,,MBB,45.62,-74.41,453723080,-742439020,75.0,2004,2007,2004.0,2007.0,,,,
CHELSEA,QUEBEC,7031360,5585,,,45.52,-75.78,453100000,-754700000,112.5,1927,2021,,,1927.0,2021.0,1927.0,2018.0
CHENEVILLE,QUEBEC,7031375,5586,,,45.9,-75.08,455400000,-750500000,222.5,1964,2021,,,1964.0,2021.0,1964.0,2018.0
CHUTE ST PHILIPPE,QUEBEC,7031636,5587,,,46.65,-75.25,463900000,-751500000,251.5,1972,1996,,,1972.0,1996.0,1972.0,1996.0
FERME NEUVE,QUEBEC,7032370,5588,,,46.7,-75.45,464200000,-752700000,213.4,1957,1985,,,1957.0,1985.0,1957.0,1985.0
FORT COULONGE,QUEBEC,7032440,5589,,,45.82,-76.75,454900000,-764500000,106.7,1948,1989,,,1948.0,1989.0,1948.0,1989.0
GATINEAU,QUEBEC,7032680,5590,,,45.48,-75.65,452900000,-753900000,48.8,1953,1973,,,1953.0,1973.0,1953.0,1973.0
GATINEAU A,QUEBEC,7032681,8375,,YND,45.52,-75.57,453100000,-753400000,64.3,1981,2012,1981.0,2012.0,,,,
OTTAWA GATINEAU A,QUEBEC,7032682,50719,,YND,45.52,-75.56,453118000,-753349000,64.3,2012,2021,2012.0,2021.0,,,,
OTTAWA GATINEAU A,QUEBEC,7032685,53001,,YND,45.52,-75.56,453118000,-753349000,64.3,2014,2021,2014.0,2021.0,2018.0,2021.0,,
HARRINGTON,QUEBEC,7032990,43192,,MHN,45.8,-74.64,454752030,-743839080,168.0,2004,2006,2004.0,2006.0,,,,
HARRINGTON FOREST FARM,QUEBEC,7032997,5591,,,45.85,-74.63,455100000,-743800000,182.9,1963,1991,,,1963.0,1991.0,1963.0,1991.0
HIGH FALLS,QUEBEC,7033120,5592,,,45.85,-75.65,455100000,-753900000,189.0,1933,1972,,,1933.0,1972.0,1933.0,1972.0
HIGH FALLS,QUEBEC,7033121,27717,71391.0,XHF,45.84,-75.65,455022000,-753853000,194.6,1999,2021,1999.0,2021.0,1999.0,2021.0,,
HUBERDEAU,QUEBEC,7033160,5593,,,45.97,-74.63,455800000,-743800000,213.4,1913,1980,,,1913.0,1980.0,1913.0,1980.0
LACHUTE,QUEBEC,7033650,5594,,,45.65,-74.33,453900000,-742000000,91.4,1963,2021,,,1963.0,2021.0,1963.0,2018.0
LAC KIAMIKA,QUEBEC,7033665,5595,,,46.62,-75.12,463700000,-750700000,283.5,1952,1971,,,1952.0,1971.0,1952.0,1971.0
LAC MASSON,QUEBEC,7033673,5596,,,46.03,-74.05,460200000,-740300000,312.4,1966,1967,,,1966.0,1967.0,1966.0,1967.0
LAC POISSON BLANC,QUEBEC,7033685,5597,,,45.97,-75.82,455800000,-754900000,228.6,1963,1966,,,1963.0,1966.0,1963.0,1966.0
LAC ST DENIS,QUEBEC,7033700,5598,,,45.93,-74.32,455600000,-741900000,406.3,1957,1986,,,1957.0,1986.0,1963.0,1986.0
LA MACAZA,QUEBEC,7033939,5599,,,46.37,-74.77,462200000,-744600000,243.8,1976,2021,,,1976.0,2021.0,1976.0,2018.0
LA MACAZA A,QUEBEC,7033940,5600,,,46.4,-74.78,462400000,-744700000,245.1,1956,1976,,,1956.0,1976.0,1956.0,1976.0
LA MINERVE,QUEBEC,7034010,5601,,,46.25,-74.93,461500000,-745600000,274.3,1974,1994,,,1974.0,1994.0,1974.0,1994.0
L'ANNONCIATION,QUEBEC,7034040,5602,,,46.42,-74.87,462500000,-745200000,243.8,1953,1982,,,1953.0,1982.0,1953.0,1982.0
LOCHABER,QUEBEC,7034310,43188,,MHB,45.64,-75.21,453822020,-751228000,105.0,2004,2005,2004.0,2005.0,,,,
LUCERNE,QUEBEC,7034350,5603,,,45.53,-75.97,453200000,-755800000,100.6,1911,1945,,,1911.0,1945.0,1911.0,1945.0
LUSKVILLE,QUEBEC,7034365,5604,,,45.53,-76.05,453200000,-760300000,68.9,1980,2021,,,1980.0,2021.0,1981.0,2018.0
LYTTON,QUEBEC,7034395,5605,,,46.68,-76.03,464100000,-760200000,213.1,1973,1994,,,1973.0,1994.0,1973.0,1994.0
MANIWAKI UA,QUEBEC,7034480,5607,71722.0,WMW,46.3,-76.01,461806500,-760021800,188.58,1953,2018,1953.0,1993.0,1953.0,2018.0,1953.0,1993.0
MANIWAKI 2,QUEBEC,7034481,5609,,,46.38,-75.98,462300000,-755900000,173.7,1913,1975,,,1913.0,1975.0,1913.0,1975.0
MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721.0,WMJ,46.27,-75.99,461629000,-755931000,199.7,1972,2021,1994.0,2021.0,1993.0,2021.0,1972.0,2005.0
MASSON,QUEBEC,7034635,5610,,,45.53,-75.42,453200000,-752500000,54.9,1963,1979,,,1963.0,1979.0,1963.0,1979.0
MONTREAL MIRABEL INTL A,QUEBEC,7034900,49608,,YMX,45.68,-74.04,454050000,-740219000,82.3,2012,2021,2012.0,2021.0,2018.0,2021.0,,
MONTEBELLO,QUEBEC,7035109,5611,,,45.65,-74.93,453900000,-745600000,45.7,1976,1985,,,1976.0,1985.0,1976.0,1985.0
MONTEBELLO (SEDBERGH),QUEBEC,7035110,5612,,,45.7,-74.93,454200000,-745600000,196.6,1956,2015,,,1956.0,2015.0,1956.0,2015.0
MONTEBELLO SEIGNIORY,QUEBEC,7035112,5613,,,45.65,-74.95,453900000,-745700000,52.4,1930,1975,,,1930.0,1975.0,1930.0,1975.0
MONT LAURIER,QUEBEC,7035158,5614,,,46.57,-75.5,463400000,-753000000,243.8,1920,1963,,,1920.0,1963.0,1920.0,1963.0
MONT LAURIER,QUEBEC,7035160,5615,,,46.57,-75.55,463400000,-753300000,244.0,1963,2014,,,1963.0,2014.0,1963.0,2014.0
MONTREAL/MIRABEL INT'L A,QUEBEC,7035290,5616,,YMX,45.67,-74.03,454000000,-740200000,82.6,1975,2012,1975.0,2012.0,1975.0,2008.0,1975.0,2008.0
MORIN HEIGHTS,QUEBEC,7035360,5617,,,45.92,-74.27,455500000,-741600000,289.6,1948,1982,,,1948.0,1982.0,1948.0,1982.0
NOMININGUE,QUEBEC,7035520,5618,,,46.4,-75.08,462400000,-750500000,274.0,1913,2013,,,1913.0,2013.0,1913.0,2013.0
NOTRE DAME DE LA PAIX,QUEBEC,7035666,5619,,,45.8,-74.98,454800000,-745900000,183.0,1979,2021,,,1979.0,2021.0,1979.0,2018.0
NOTRE DAME DU LAUS,QUEBEC,7035680,5620,,,46.12,-75.63,460700000,-753800000,213.4,1929,1991,,,1929.0,1991.0,1929.0,1991.0
OTTER LAKE,QUEBEC,7035760,5621,,,45.85,-76.43,455100000,-762600000,213.4,1948,2004,,,1948.0,2004.0,1948.0,2004.0
PERKINS,QUEBEC,7036000,5622,,,45.6,-75.62,453600000,-753700000,152.4,1911,1991,,,1911.0,1991.0,1911.0,1991.0
POINTE AU CHENE,QUEBEC,7036063,5623,,,45.65,-74.8,453900000,-744800000,51.0,1958,2009,,,1958.0,2009.0,1958.0,2009.0
STE AGATHE DES MONTS,QUEBEC,7036760,5624,,,46.05,-74.28,460300000,-741700000,365.8,1899,1958,,,1899.0,1958.0,1899.0,1958.0
STE AGATHE DES MONTS,QUEBEC,7036762,5625,,,46.05,-74.28,460300000,-741700000,394.7,1965,1992,1965.0,1992.0,1966.0,1992.0,1966.0,1992.0
STE AGATHE MANOR HOUSE,QUEBEC,7036780,5626,,,46.08,-74.3,460500000,-741800000,391.7,1958,1960,,,1958.0,1960.0,1958.0,1960.0
SAINT-ANDRE-AVELIN,QUEBEC,7036800,43103,,MAN,45.81,-75.06,454851007,-750347005,195.0,2004,2007,2004.0,2007.0,,,,
STE ANNE DU LAC,QUEBEC,7036855,5627,,,46.85,-75.33,465100000,-752000000,262.1,1963,2021,,,1963.0,2021.0,1963.0,2018.0
ST EMILE DE SUFFOLK,QUEBEC,7037175,5628,,,45.95,-74.92,455700000,-745500000,228.6,1973,1976,,,1973.0,1976.0,1974.0,1976.0
ST FAUSTIN,QUEBEC,7037230,5629,,,46.12,-74.48,460700000,-742900000,365.8,1967,1994,,,1967.0,1994.0,1967.0,1994.0
ST HIPPOLYTE,QUEBEC,7037310,5630,,,45.98,-74.0,455900000,-740000000,365.8,1961,2021,,,1961.0,2021.0,1961.0,2018.0
ST JEROME,QUEBEC,7037400,5631,,,45.8,-74.05,454800000,-740300000,169.5,1932,2021,,,1932.0,2021.0,1932.0,2018.0
SHAWBRIDGE BOYS FARM,QUEBEC,7037985,5632,,,45.88,-74.07,455300000,-740400000,185.9,1959,1967,,,1959.0,1967.0,1959.0,1967.0
SHAWVILLE,QUEBEC,7038040,5633,,,45.62,-76.47,453700000,-762800000,167.6,1948,2012,,,1948.0,2012.0,1948.0,2012.0
SHAWVILLE WINSLOW,QUEBEC,7038046,5634,,,45.77,-76.5,454600000,-763000000,166.1,1960,1964,,,1960.0,1964.0,1960.0,1963.0
SHEENBORO,QUEBEC,7038080,5635,,,45.97,-77.25,455800000,-771500000,137.2,1948,2014,,,1948.0,2014.0,1948.0,2014.0
TAPINI FARM,QUEBEC,7038350,5636,,,46.93,-75.13,465600000,-750800000,274.3,1963,1977,,,1963.0,1977.0,1963.0,1977.0
THURSO,QUEBEC,7038500,5637,,,45.6,-75.27,453600000,-751600000,54.9,1958,1985,,,1958.0,1985.0,1958.0,1985.0
VAL DES BOIS,QUEBEC,7038587,5638,,,45.9,-75.6,455400000,-753600000,198.1,1972,1994,,,1972.0,1994.0,1972.0,1994.0
WAKEFIELD,QUEBEC,7038835,5639,,,45.6,-75.9,453600000,-755400000,152.4,1963,1993,,,1963.0,1993.0,1963.0,1993.0
WALTHAM,QUEBEC,7038880,5640,,,45.92,-76.92,455500000,-765500000,112.5,1953,1994,,,1953.0,1994.0,1953.0,1994.0
WILSONS CORNERS,QUEBEC,7038915,5641,,,45.72,-75.7,454300000,-754200000,175.3,1945,1962,,,1945.0,1962.0,1945.0,1962.0
WRIGHT,QUEBEC,7038975,5642,,,46.07,-76.05,460400000,-760300000,141.7,1967,2021,,,1967.0,2021.0,1967.0,2018.0
DUHAMEL,QUEBEC,703BBD2,5572,,,46.02,-75.08,460100000,-750500000,244.0,1972,1994,,,1972.0,1994.0,1972.0,1994.0
LAC PARENT,QUEBEC,703CFQD,5573,,,47.42,-74.87,472500000,-745200000,396.2,1968,1973,,,1968.0,1973.0,1968.0,1973.0
ST-JOVITE,QUEBEC,703GDKB,10868,71376.0,WJT,46.08,-74.56,460449000,-743321000,238.5,1994,2021,1994.0,2021.0,1994.0,2021.0,,
BAIE-COMEAU A,QUEBEC,7040440,5662,,,49.13,-68.2,490800000,-681200000,21.6,1947,2005,1956.0,2005.0,1947.0,2005.0,1947.0,2004.0
BAIE-COMEAU A,QUEBEC,7040442,30173,71890.0,GBC,49.13,-68.2,490800000,-681200000,21.6,2004,2021,2004.0,2021.0,2005.0,2021.0,2005.0,2005.0
BAIE-COMEAU,QUEBEC,7040444,48968,71691.0,YBC,49.13,-68.2,490757000,-681216000,21.6,2010,2021,2010.0,2021.0,2010.0,2021.0,,
BAIE COMEAU CBA,QUEBEC,7040445,5663,,,49.22,-68.15,491300000,-680900000,7.6,1958,1966,,,1958.0,1966.0,1958.0,1966.0
BAIE ST PAUL,QUEBEC,7040446,5664,,,47.42,-70.5,472500000,-703000000,32.0,1963,2004,,,1963.0,2004.0,1963.0,2004.0
BARRIERE CLERMONT,QUEBEC,70404PA,5661,,,47.7,-70.22,474200000,-701300000,83.8,1973,1978,,,1973.0,1978.0,1973.0,1978.0
BERSIMIS,QUEBEC,7040680,5665,,,48.97,-68.62,485800000,-683700000,45.7,1923,1961,,,1923.0,1961.0,1923.0,1960.0
BERSIMIS S,QUEBEC,7040690,5666,,,48.95,-68.65,485700000,-683900000,18.3,1973,1973,,,1973.0,1973.0,1973.0,1973.0
BLANC SABLON,QUEBEC,7040811,5667,,,51.42,-57.2,512500000,-571200000,7.6,1965,1975,,,1965.0,1975.0,1965.0,1975.0
BLANC SABLON,QUEBEC,7040812,5668,,,51.42,-57.22,512500000,-571300000,19.2,1967,1982,1967.0,1982.0,1967.0,1982.0,1967.0,1982.0
LOURDES DE BLANC SABLON A,QUEBEC,7040813,5669,71808.0,YBX,51.45,-57.18,512700000,-571100000,37.18,1970,2014,1970.0,2014.0,1982.0,2014.0,1982.0,2014.0
BLOUGH LAKE,QUEBEC,7040814,5670,,,51.75,-68.33,514500000,-682000000,,1956,1956,,,1956.0,1956.0,1956.0,1956.0
LOURDES DE BLANC SABLON A,QUEBEC,7040815,53140,71808.0,YBX,51.44,-57.19,512631000,-571110000,37.2,2014,2021,2014.0,2021.0,2014.0,2021.0,,
LOURDES DE BLANC SABLON A,QUEBEC,7040816,54298,,YBX,51.44,-57.19,512631000,-571110000,37.2,2016,2021,2016.0,2021.0,2018.0,2021.0,,
BARRIERE JALBERT,QUEBEC,7040MGJ,5658,,,48.45,-70.7,482700000,-704200000,175.3,1972,1975,,,1972.0,1975.0,1972.0,1975.0
BAIE COMEAU,QUEBEC,7040MLR,5659,,,49.23,-68.18,491400000,-681100000,68.6,1966,1980,,,1966.0,1980.0,1966.0,1980.0
BAIE JOHAN BEETZ,QUEBEC,7040MMN,5660,,,50.28,-62.8,501700000,-624800000,7.6,1965,2004,,,1965.0,2004.0,1965.0,2004.0
CAP AUX CORBEAUX,QUEBEC,7041020,5671,,,47.45,-70.45,472700000,-702700000,350.5,1958,1972,,,1958.0,1972.0,1958.0,1972.0
CAPE WHITTLE,QUEBEC,7041100,5672,71374.0,WQW,50.16,-60.06,500947000,-600342000,7.0,1963,2021,1994.0,2021.0,1963.0,2021.0,1963.0,1968.0
CAP-ROUGE,QUEBEC,7041166,10963,71186.0,WQM,48.37,-70.54,482227000,-703207000,7.3,1994,2021,1994.0,2021.0,1994.0,2021.0,,
CAP TOURMENTE,QUEBEC,7041177,5673,,,47.07,-70.78,470400000,-704700000,6.1,1971,1984,,,1971.0,1984.0,1971.0,1984.0
CHARLEVOIX A,QUEBEC,7041310,8455,,YML,47.6,-70.23,473600000,-701400000,298.0,1994,2018,1994.0,2018.0,,,,
CHARLEVOIX (MRC),QUEBEC,7041312,27442,71319.0,WIS,47.28,-70.64,471703000,-703815000,722.74,1997,2021,1997.0,2021.0,1997.0,2021.0,,
CHATEAU RICHER,QUEBEC,7041330,5674,,,46.97,-71.03,465800000,-710200000,15.2,1980,2021,,,1980.0,2021.0,1981.0,2018.0
CHEVERY,QUEBEC,7041382,8456,71814.0,WDM,50.47,-59.64,502754000,-593822000,7.7,1992,2021,1994.0,2021.0,1992.0,2021.0,,
CHUTE AUX OUTARDES,QUEBEC,7041530,5675,,,49.13,-68.38,490800000,-682300000,15.2,1963,1978,,,1963.0,1978.0,1963.0,1978.0
CLARKE CITY,QUEBEC,7041710,5676,,,50.18,-66.63,501100000,-663800000,53.3,1903,1981,,,1903.0,1981.0,1903.0,1981.0
CLARKE CITY S,QUEBEC,7041715,5677,,,50.2,-66.63,501200000,-663800000,61.0,1966,1966,,,1966.0,1966.0,1966.0,1966.0
CLERMONT,QUEBEC,7041717,5678,,,47.68,-70.25,474100000,-701500000,152.4,1978,1980,,,1978.0,1980.0,1978.0,1980.0
COROSSOL,QUEBEC,7041934,10246,,WGA,50.08,-66.38,500500000,-662300000,45.7,1994,1996,1994.0,1996.0,,,,
CAP-TOURMENTE,QUEBEC,7041JG6,10869,71384.0,WTN,47.08,-70.78,470443000,-704651000,6.0,1993,2021,1994.0,2021.0,1993.0,2021.0,,
FIRE LAKE,QUEBEC,7042371,5679,,,52.33,-67.37,522000000,-672200000,609.6,1974,1974,,,1974.0,1974.0,1974.0,1974.0
FORESTVILLE,QUEBEC,7042378,5680,,,48.73,-69.08,484400000,-690500000,76.2,1963,1996,,,1963.0,1996.0,1963.0,1996.0
